Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height (m),BMI
Allan Lopes Mamdio do Carmo,M,27.0,174.0,73.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,Non-Medal,1.74,24.11
"Alvaro Affonso ""Doda"" de Miranda Neto",M,43.0,186.0,86.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Non-Medal,1.86,24.86
"Alvaro Affonso ""Doda"" de Miranda Neto",M,43.0,186.0,86.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Non-Medal,1.86,24.86
Patrick Dogue,M,24.0,197.0,81.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Non-Medal,1.97,20.87
Carl Dohmann,M,26.0,183.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Non-Medal,1.83,18.51
Wagner Jos Alberto Carvalho Domingos,M,33.0,187.0,100.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Non-Medal,1.87,28.6
Sam Dommer,M,24.0,188.0,92.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Non-Medal,1.88,26.03
Rubens Valeriano Donizete,M,36.0,173.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",Non-Medal,1.73,23.05
Logan Dooley,M,28.0,175.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,Non-Medal,1.75,19.27
Sam Dorman,M,24.0,175.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Medal,1.75,25.14
Ane Marcelle Gomes dos Santos,F,22.0,153.0,53.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Non-Medal,1.53,22.64
Ane Marcelle Gomes dos Santos,F,22.0,153.0,53.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,Non-Medal,1.53,22.64
Clarissa Cristina dos Santos,F,28.0,183.0,89.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.83,26.58
Jlia Vasconcelos dos Santos,F,24.0,173.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Non-Medal,1.73,19.05
Marlson Gomes dos Santos,M,38.0,174.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Non-Medal,1.74,19.16
Marily dos Santos,F,38.0,158.0,46.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Non-Medal,1.58,18.43
Peterson dos Santos,M,25.0,181.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Non-Medal,1.81,21.37
Thiagus Petrus Gonalves dos Santos,M,27.0,198.0,104.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Non-Medal,1.98,26.53
Vtor Hugo Silva Mouro dos Santos,M,20.0,185.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Non-Medal,1.85,21.62
Vtor Hugo Silva Mouro dos Santos,M,20.0,185.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.85,21.62
Mrio Jos dos Santos Jnior,M,36.0,171.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Non-Medal,1.71,20.52
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Non-Medal,1.57,20.28
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Medal,1.57,20.28
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.57,20.28
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Non-Medal,1.57,20.28
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.57,20.28
Douglas dos Santos Justino de Melo,M,22.0,173.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.73,23.05
Lauren Doyle,F,25.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.68,24.09
Marie-Louise Drger,F,35.0,170.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Non-Medal,1.7,20.42
Felix Drahotta,M,27.0,200.0,102.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Medal,2.0,25.5
Caeleb Remel Dressel,M,19.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Non-Medal,1.91,23.57
Caeleb Remel Dressel,M,19.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Medal,1.91,23.57
Caeleb Remel Dressel,M,19.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Medal,1.91,23.57
Paul Drux,M,21.0,192.0,106.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,1.92,28.75
Emerson Duarte,M,44.0,182.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Non-Medal,1.82,24.15
talo Manzine Amaral Duarte Garfalo,M,24.0,180.0,73.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Non-Medal,1.8,22.53
Mariana Rog Duarte,F,19.0,170.0,67.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Non-Medal,1.7,23.18
Joshua Dunkley-Smith,M,27.0,194.0,98.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Medal,1.94,26.04
Crystal Alyssia Dunn,F,24.0,157.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.57,22.72
Thomas Dunstan,M,18.0,194.0,96.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.94,25.51
Pierre Duprat,M,26.0,175.0,73.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,Non-Medal,1.75,23.84
Lucas Rodriques Duque,M,32.0,170.0,84.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.7,29.07
Moiss Rodriques Duque,M,27.0,173.0,75.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.73,25.06
Kevin Wayne Durant,M,27.0,206.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Medal,2.06,24.74
Andrew Durutalo,M,28.0,188.0,107.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.88,30.27
Stuart Dutamby,M,22.0,176.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.76,23.89
Pamela Dutkiewicz,F,24.0,170.0,61.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Non-Medal,1.7,21.11
Rogrio Dutra Silva,M,32.0,178.0,73.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Non-Medal,1.78,23.04
Phillip Peter Dutton,M,52.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Medal,1.68,24.09
Phillip Peter Dutton,M,52.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Non-Medal,1.68,24.09
Conor James Dwyer,M,27.0,196.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,Medal,1.96,23.17
Conor James Dwyer,M,27.0,196.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Non-Medal,1.96,23.17
Conor James Dwyer,M,27.0,196.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Medal,1.96,23.17
Jamie Raymond Dwyer,M,37.0,172.0,68.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.72,22.99
Kirstin Sheree Dwyer,F,27.0,173.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.73,22.05
Chlo Dygert (-Owen),F,19.0,176.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Medal,1.76,21.31
Casey Eastham-Sablowski,F,27.0,170.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.7,21.45
Ashton James Eaton,M,28.0,186.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Medal,1.86,23.41
Nate Ebner,M,27.0,185.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.85,28.63
Katie Rae Ebzery,F,26.0,178.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.78,22.09
der Francis Carbonera,M,32.0,205.0,107.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,2.05,25.46
"Alexander ""Alex"" Edmondson",M,22.0,184.0,76.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Medal,1.84,22.45
Annette Edmondson,F,24.0,171.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Non-Medal,1.71,22.23
Annette Edmondson,F,24.0,171.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Non-Medal,1.71,22.23
"Madeleine ""Maddie"" Edmunds",F,24.0,187.0,81.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Non-Medal,1.87,23.16
Batrice Edwige,F,27.0,182.0,76.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Medal,1.82,22.94
Casey Eichfeld,M,26.0,178.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Non-Medal,1.78,24.3
Casey Eichfeld,M,26.0,178.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Non-Medal,1.78,24.3
Kiana Eide,F,17.0,160.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Non-Medal,1.6,21.09
Joachim Eilers,M,26.0,185.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,Non-Medal,1.85,26.3
Joachim Eilers,M,26.0,185.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,Non-Medal,1.85,26.3
Joachim Eilers,M,26.0,185.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Non-Medal,1.85,26.3
Tracy Eisser,F,26.0,185.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Non-Medal,1.85,24.54
Jenny Elbe,F,26.0,180.0,64.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Non-Medal,1.8,19.75
"Walton Glenn Eller, III",M,34.0,188.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Non-Medal,1.88,23.2
Taylor Ellis-Watson,F,23.0,183.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Medal,1.83,19.41
Brady Lee Ellison,M,27.0,181.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Medal,1.81,26.25
Brady Lee Ellison,M,27.0,181.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Medal,1.81,26.25
Amanda Elmore,F,25.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Medal,1.8,24.69
Brittany Joyce Elmslie,F,22.0,179.0,73.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Medal,1.79,22.78
Brittany Joyce Elmslie,F,22.0,179.0,73.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Medal,1.79,22.78
Gracie Elvin,F,27.0,175.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Non-Medal,1.75,21.22
Gvrise Emane,F,34.0,162.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Non-Medal,1.62,26.67
"Mitchell ""Mitch"" Emery",M,25.0,185.0,89.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.85,26.0
"Matthew D. ""Matt"" Emmons",M,35.0,175.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Non-Medal,1.75,27.43
Ren Enders,M,29.0,165.0,77.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Non-Medal,1.65,28.28
Whitney Elizabeth Engen,F,28.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.7,22.49
Tobias Englmaier,M,28.0,158.0,63.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Non-Medal,1.58,25.24
Gwladys Patience pangue,F,32.0,178.0,88.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,Non-Medal,1.78,27.77
Olivia poupa,F,22.0,164.0,53.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.64,19.71
Christina Epps,F,25.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Non-Medal,1.75,21.55
Robin Erewa,M,25.0,184.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Non-Medal,1.84,23.63
"Christopher ""Chris"" Erickson",M,34.0,175.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Non-Medal,1.75,19.59
rika Cristiano dos Santos,F,28.0,172.0,55.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.72,18.59
rika Cristina de Souza,F,34.0,196.0,92.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.96,23.95
Anthony Lee Ervin,M,35.0,191.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Medal,1.91,21.93
Anthony Lee Ervin,M,35.0,191.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Medal,1.91,21.93
"Srgio ""Escadinha"" Dutra dos Santos",M,40.0,184.0,78.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,1.84,23.04
Chloe Esposito,F,24.0,168.0,55.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Medal,1.68,19.49
Max Esposito,M,19.0,174.0,64.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Non-Medal,1.74,21.14
Hederson Alves Estefani,M,24.0,183.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Non-Medal,1.83,19.41
Gemma Etheridge,F,29.0,169.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Medal,1.69,23.11
Evandro Gonalves Oliveira Jnior,M,26.0,210.0,105.0,Brazil-2,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Non-Medal,2.1,23.81
Andrew Evans,M,25.0,198.0,114.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Non-Medal,1.98,29.08
Blair Catherine Evans,F,25.0,175.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Non-Medal,1.75,21.22
Allan Fa'alava'au,M,22.0,170.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.7,30.45
"Joanne ""Nana"" Fa'avesi",F,24.0,168.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.68,25.86
Fabiana da Silva Simes,F,26.0,161.0,56.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.61,21.6
Fabiana Marcelino Claudino,F,31.0,193.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Non-Medal,1.93,20.4
Josefa Fabola Almeida de Sousa Alves,F,33.0,184.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Non-Medal,1.84,20.68
Margaux Nicole Jeanne Aude Fabre,F,23.0,173.0,58.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Non-Medal,1.73,19.38
Ludovic Fabregas,M,20.0,198.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,1.98,25.51
Anthony Louis Fahden,M,30.0,181.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Non-Medal,1.81,21.67
Katelyn Falgowski,F,27.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.68,22.32
Bruna Jssica Oliveira Farias,F,24.0,156.0,51.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Non-Medal,1.56,20.96
Carmen Farmer,F,35.0,185.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.85,23.96
Kent Farrington,M,35.0,173.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Non-Medal,1.73,22.05
Kent Farrington,M,35.0,173.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Medal,1.73,22.05
Kendrick James Farris,M,30.0,168.0,94.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,Non-Medal,1.68,33.3
Steffen Fth,M,26.0,199.0,97.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,1.99,24.49
Rachel Fattal,F,22.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Medal,1.73,21.72
Rodrigo Faustino,M,29.0,167.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.67,24.74
Stephan Feck,M,26.0,183.0,79.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Non-Medal,1.83,23.59
Stephan Feck,M,26.0,183.0,79.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Non-Medal,1.83,23.59
Justine Fedronic,F,25.0,168.0,54.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Non-Medal,1.68,19.13
Stefanie Fee,F,26.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.68,22.32
"James ""Jimmy"" Feigen",M,26.0,196.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Medal,1.96,25.51
Cristiano Silva Felcio,M,24.0,208.0,125.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,2.08,28.89
Felipe Anderson Perieira Gomes,M,23.0,178.0,66.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.78,20.83
Allyson Michelle Felix,F,30.0,168.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Medal,1.68,19.84
Allyson Michelle Felix,F,30.0,168.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Medal,1.68,19.84
Allyson Michelle Felix,F,30.0,168.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Medal,1.68,19.84
Lauren Fendrick,F,34.0,185.0,75.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Non-Medal,1.85,21.91
"Yijun ""Tom"" Feng",M,19.0,186.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Non-Medal,1.86,20.52
"Yijun ""Tom"" Feng",M,19.0,186.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Non-Medal,1.86,20.52
Beatriz Moreira Feres,F,28.0,163.0,56.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Non-Medal,1.63,21.08
Branca Moreira Feres,F,28.0,164.0,56.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Non-Medal,1.64,20.82
Keith Ferguson,M,36.0,176.0,78.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Non-Medal,1.76,25.18
Pauline Ferrand-Prevot,F,24.0,164.0,52.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Non-Medal,1.64,19.33
Pauline Ferrand-Prevot,F,24.0,164.0,52.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",Non-Medal,1.64,19.33
Aline da Silva Ferreira,F,29.0,178.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Non-Medal,1.78,25.25
Fernanda Nunes Leal Ferreira,F,31.0,163.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Non-Medal,1.63,21.83
Jaqueline Antonia Ferreira,F,29.0,165.0,75.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,Non-Medal,1.65,27.55
Nicolas Massao Ferreira Silva,M,23.0,185.0,84.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Non-Medal,1.85,24.54
