Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height (m),BMI
Jennifer Hens,F,30.0,174.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Non-Medal,1.74,19.82
Franziska Hentke,F,27.0,169.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Non-Medal,1.69,21.71
Franziska Hentke,F,27.0,169.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Non-Medal,1.69,21.71
Michael David Hepburn,M,24.0,186.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Medal,1.86,22.26
Pierre-Hugues Herbert,M,25.0,188.0,79.0,France-2,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Non-Medal,1.88,22.35
Pierre-Hugues Herbert,M,25.0,188.0,79.0,France-2,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Non-Medal,1.88,22.35
Christina Hering,F,21.0,185.0,63.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Non-Medal,1.85,18.41
Robert Hering,M,26.0,180.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.8,24.07
Sabrina Hering,F,24.0,167.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Medal,1.67,25.1
Natalie Hermann,F,16.0,170.0,54.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Non-Medal,1.7,18.69
"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Medal,1.52,21.21
"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.52,21.21
"Lauren Zoe ""Laurie"" Hernandez",F,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Medal,1.52,21.21
Nico Miguel Hernandez,M,20.0,165.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Medal,1.65,18.0
Graciele Herrmann,F,24.0,180.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Non-Medal,1.8,19.75
Timm Herzbruch,M,19.0,180.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Medal,1.8,23.46
Max He,M,20.0,185.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Non-Medal,1.85,23.37
Rafael Estevo Hettsheimeir,M,30.0,208.0,120.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,2.08,27.74
Thomas Heurtel,M,27.0,188.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,1.88,23.48
Michelle Pearl Heyman,F,28.0,178.0,69.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.78,21.78
David Higgins,M,22.0,175.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Non-Medal,1.75,22.2
Nadine Hildebrand,F,28.0,159.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Non-Medal,1.59,21.76
"Alexander ""Alex"" Hill",M,23.0,194.0,92.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Medal,1.94,24.44
Darrell Hill,M,22.0,191.0,145.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Non-Medal,1.91,39.75
"Kimberly ""Kim"" Hill",F,26.0,193.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Medal,1.93,19.33
"Samantha ""Sami"" Hill",F,24.0,183.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Medal,1.83,26.58
Madeline Hills (Heiner-),F,29.0,174.0,53.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Non-Medal,1.74,17.51
Madeline Hills (Heiner-),F,29.0,174.0,53.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Non-Medal,1.74,17.51
Johannes Hintze,M,17.0,193.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Non-Medal,1.93,22.01
Loan Valerie His,F,17.0,160.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Non-Medal,1.6,22.27
Loan Valerie His,F,17.0,160.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Non-Medal,1.6,22.27
"Michael ""Mike"" Hixon",M,22.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Non-Medal,1.73,22.72
"Michael ""Mike"" Hixon",M,22.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Medal,1.73,22.72
Belinda Jane Hocking,F,25.0,167.0,57.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Non-Medal,1.67,20.44
Max Hoff,M,33.0,197.0,95.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Non-Medal,1.97,24.48
Max Hoff,M,33.0,197.0,95.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Medal,1.97,24.48
Lara Hoffmann,F,25.0,173.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Non-Medal,1.73,22.72
"Margaret ""Maggie"" Hogan",F,37.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Non-Medal,1.7,21.11
"Margaret ""Maggie"" Hogan",F,37.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Non-Medal,1.7,21.11
Lewis Holland,M,23.0,183.0,87.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.83,25.98
Tanya Holliday,F,27.0,167.0,52.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Non-Medal,1.67,18.65
Katharine Holmes,F,23.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",Non-Medal,1.8,24.69
Katharine Holmes,F,23.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Non-Medal,1.8,24.69
"Maxwell Philip ""Max"" Holt",M,29.0,208.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,2.08,20.8
Raphael Marcel Holzdeppe,M,26.0,183.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Non-Medal,1.83,23.29
Daryl Homer,M,26.0,173.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",Medal,1.73,24.73
Tamara Horacek,F,20.0,179.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Medal,1.79,24.97
Lindsey Michelle Horan,F,22.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.75,24.49
Kerry Hore,F,35.0,183.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Non-Medal,1.83,22.1
Timo Horn,M,23.0,191.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.91,20.83
Bjrn Hornikel,M,24.0,192.0,91.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Non-Medal,1.92,24.69
Bjrn Hornikel,M,24.0,192.0,91.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Non-Medal,1.92,24.69
Fanny Horta,F,30.0,166.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.66,22.86
Genevieve Horton,F,21.0,179.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Non-Medal,1.79,22.47
"Mackenzie ""Mack"" Horton",M,20.0,190.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Medal,1.9,24.38
"Mackenzie ""Mack"" Horton",M,20.0,190.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Non-Medal,1.9,24.38
"Mackenzie ""Mack"" Horton",M,20.0,190.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Non-Medal,1.9,24.38
Melissa Hoskins,F,25.0,175.0,64.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Non-Medal,1.75,20.9
Manon Hostens,F,22.0,169.0,62.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Non-Medal,1.69,21.71
Cyrus Dean Hostetler,M,29.0,188.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Non-Medal,1.88,26.88
Jessica Lucetta Lone Houara-d'Hommeaux,F,28.0,161.0,53.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.61,20.45
Manon Houette,F,24.0,168.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Medal,1.68,24.45
Pierre Houin,M,22.0,182.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Medal,1.82,22.34
Shelby Houlihan,F,23.0,160.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Non-Medal,1.6,21.09
Chaunte LaTasha Howard-Lowe,F,32.0,176.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Non-Medal,1.76,19.05
Rhys Howden,M,29.0,189.0,84.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.89,23.52
Heming Hu,M,22.0,179.0,76.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Non-Medal,1.79,23.72
tienne Hubert,M,28.0,185.0,86.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Non-Medal,1.85,25.13
tienne Hubert,M,28.0,185.0,86.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Non-Medal,1.85,25.13
Diogo Kent Hubner,M,33.0,183.0,93.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Non-Medal,1.83,27.77
Molly Huddle (-Benninger),F,31.0,166.0,48.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Non-Medal,1.66,17.42
"Marcelo ""Marcelinho"" Tieppo Huertas",M,33.0,191.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,1.91,24.67
"David ""Dave"" Hughes",M,38.0,185.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Non-Medal,1.85,20.75
Madison John Hughes,M,23.0,173.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.73,26.73
Courtney Lyn Hurley,F,25.0,173.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",Non-Medal,1.73,26.73
Courtney Lyn Hurley,F,25.0,173.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Non-Medal,1.73,26.73
Kelley Anne Hurley,F,28.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",Non-Medal,1.75,24.49
Kelley Anne Hurley,F,28.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Non-Medal,1.75,24.49
Christin Hussong,F,22.0,186.0,84.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Non-Medal,1.86,24.28
Henry Hutchison,M,19.0,176.0,85.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.76,27.44
Svenja Anette Huth,F,25.0,163.0,54.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.63,20.32
Arnaud Hybois,M,34.0,180.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Non-Medal,1.8,22.84
Arnaud Hybois,M,34.0,180.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Non-Medal,1.8,22.84
Daniele Matias Hyplito,F,31.0,147.0,51.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Non-Medal,1.47,23.6
Daniele Matias Hyplito,F,31.0,147.0,51.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.47,23.6
Daniele Matias Hyplito,F,31.0,147.0,51.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.47,23.6
Diego Matias Hyplito,M,30.0,170.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Non-Medal,1.7,23.53
Diego Matias Hyplito,M,30.0,170.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Medal,1.7,23.53
Karine Icher,F,37.0,170.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,Non-Medal,1.7,22.84
Alexandre Iddir,M,25.0,184.0,90.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Non-Medal,1.84,26.58
Talgat Ilyasov,M,35.0,175.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Non-Medal,1.75,24.16
Race Alick Reid Imboden,M,23.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Medal,1.85,21.91
Adam Imer,M,26.0,182.0,88.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.82,26.57
Emily Infeld,F,26.0,163.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Non-Medal,1.63,18.82
"Joseph Howarth ""Joe"" Ingles",M,28.0,203.0,91.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,2.03,22.08
Alice Ingley,F,23.0,172.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Non-Medal,1.72,27.04
Vincent Inigo,M,33.0,173.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.73,26.73
Martin Iosefo,M,26.0,187.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.87,27.17
Kristian Bettega Ipsen,M,23.0,170.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Non-Medal,1.7,25.26
Grant Irvine,M,25.0,187.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,Non-Medal,1.87,22.88
Grant Irvine,M,25.0,187.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,Non-Medal,1.87,22.88
Kyrie Andrew Irving,M,24.0,190.0,87.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Medal,1.9,24.1
Isabela Ramona Lyra Macedo,F,22.0,179.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.79,23.72
Isabella Isaksen (-El-Geziry),F,22.0,173.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Non-Medal,1.73,21.05
Margaux Isaksen,F,24.0,178.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Non-Medal,1.78,18.94
Paula Harumi Ishibashi,F,31.0,156.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.56,23.83
Mandy Islacker,F,27.0,164.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.64,20.45
Carlin Russell Isles,M,26.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.73,25.06
Shannon Izar,F,23.0,172.0,68.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.72,22.99
Michal Izdinsky,M,24.0,178.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.78,23.67
Iziane Castro Marques,F,34.0,181.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.81,21.06
Nicolas Jacobi,M,29.0,193.0,95.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Medal,1.93,25.5
Josphine Jacques-Andr-Coquin,F,25.0,170.0,51.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Non-Medal,1.7,17.65
Connor Jaeger,M,25.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Non-Medal,1.85,22.5
Connor Jaeger,M,25.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Medal,1.85,22.5
Chelsea Jaensch,F,31.0,163.0,56.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Non-Medal,1.63,21.08
"Thomas ""Tom"" Jaeschke",M,22.0,198.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,1.98,23.21
Evan Reese Jager,M,27.0,188.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Medal,1.88,18.39
Malte Jakschik,M,23.0,194.0,93.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Medal,1.94,24.71
Lucas Jakubczyk,M,31.0,183.0,77.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Non-Medal,1.83,22.99
Lucas Jakubczyk,M,31.0,183.0,77.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.83,22.99
La Jamelot,F,23.0,168.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Non-Medal,1.68,23.03
Michael Janker,M,24.0,180.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Non-Medal,1.8,23.15
"Jaqueline Maria ""Jaque"" Pereira de Carvalho Endres",F,32.0,186.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Non-Medal,1.86,20.52
Rachel Jarry,F,24.0,186.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.86,22.26
Daniel Jasinski,M,26.0,207.0,120.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Medal,2.07,28.01
Jessica Javelet,F,31.0,168.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.68,22.68
"Edward ""Ed"" Jenkins",M,30.0,184.0,96.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.84,28.36
"Michelle ""Shelly"" Jenneke",F,23.0,172.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Non-Medal,1.72,22.65
Iain Jensen,M,28.0,186.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,Medal,1.86,23.12
Daniel Jrent,M,25.0,189.0,84.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Non-Medal,1.89,23.52
Daniel Jrent,M,25.0,189.0,84.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Medal,1.89,23.52
Kanak Jha,M,16.0,166.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Non-Medal,1.66,18.51
Kanak Jha,M,16.0,166.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Non-Medal,1.66,18.51
Charles Jock,M,26.0,191.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Non-Medal,1.91,20.56
Marine Johanns,F,21.0,177.0,61.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.77,19.47
Eric Johannesen,M,28.0,193.0,100.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Medal,1.93,26.85
Alexander John,M,30.0,185.0,84.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Non-Medal,1.85,24.54
Ashleigh Johnson,F,21.0,186.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Medal,1.86,23.41
Felisha Johnson,F,27.0,185.0,127.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Non-Medal,1.85,37.11
Kathryn Johnson,F,24.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.78,22.09
Kibw Rasheid Johnson,M,35.0,188.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Non-Medal,1.88,28.86
Steele Alexander Johnson,M,20.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Non-Medal,1.88,22.63
Steele Alexander Johnson,M,20.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Medal,1.88,22.63
Steve Johnson,M,26.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Non-Medal,1.88,24.33
Steve Johnson,M,26.0,188.0,86.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Medal,1.88,24.33
"Abigail Louise ""Abby"" Johnston",F,26.0,165.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Non-Medal,1.65,22.41
Julie Beth Johnston (-Ertz),F,24.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.7,22.49
Damien Joly,M,24.0,189.0,72.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Non-Medal,1.89,20.16
Damien Joly,M,24.0,189.0,72.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Non-Medal,1.89,20.16
